Country,Country_Code,Year,total_pop,pop_dens_sq_km,urban_pop_perc,rural_pop_perc,elect_access_pop,ren_energy_cons_perc,clean_fuel_tech_cook_pop,co2_emiss_excl_lulucf,Gini coefficient (2021 prices),perceptions of criminality,homicide rate,police rate,incarceration rate,Access to small arms,intensity of internal conflict,violent demonstrations,Violent crime,Political instability,Political Terror Scale,weapons imports,terrorism impact,deaths from internal conflict,internal conflicts fought,military expenditure (% gdp),armed services personnel rate,un peacekeeping funding,nuclear and heavy weapons,weapons exports,refugees and idps,Neighbouring countries relations,external conflicts fought,deaths From external conflict,overall score,internal peace,external peace,safety and security,ongoing conflict,militarisation,"Agriculture, forestry, and fishing, value added (% of GDP)",Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Access to electricity (% of population),Adjusted savings: energy depletion (% of GNI),Adjusted savings: carbon dioxide damage (% of GNI),Access to clean fuels and technologies for cooking (% of population),"Agriculture, forestry, and fishing, value added (annual % growth)",gdp
Peru,PER,2011,29304086.0,22.89381719,76.617,23.383,89.7,30.6,67.8,49.1665,0.44659743,3.65,2.899,2.593,2.246,3.0,2.0,1.0,4.0,2.25,2.5,1.216,2.499,2.004,1.211,1.612,1.576,3.481,1.34,1.0,1.007,1.5,1.0,1.0,2.0,2.41,1.385,2.473,1.526,1.87,7.100110137,7.505898014,0.200526429,89.7,0.822427127,0.90807133,67.8,8.122240796,171761737046.585
Peru,PER,2012,29550366.0,23.08622344,76.804,23.196,91.1,30.8,69.8,49.1075,0.44440016,3.75,2.89,2.583,2.563,3.0,2.0,1.0,4.0,2.375,2.5,1.157,2.499,1.6,1.211,1.516,1.576,4.289,1.355,1.0,1.006,1.5,1.0,1.0,2.015,2.4,1.437,2.523,1.444,1.95,6.725234241,6.161442243,0.170037885,91.1,0.664350836,0.828229945,69.8,1.771981289,192650021648.583
Peru,PER,2013,29817919.0,23.29524922,76.989,23.011,92.1,28.4,71.7,50.1197,0.43882716,3.6,2.88,2.576,2.563,3.0,2.0,1.0,4.0,2.5,2.5,1.077,2.538,1.0,1.158,1.507,1.568,3.489,1.369,1.0,1.006,2.0,1.0,1.0,1.987,2.332,1.469,2.525,1.419,1.846,6.668310165,4.43496845,0.191658028,92.1,0.576908866,0.842820878,71.7,2.605850504,201175543571.392
Peru,PER,2014,30115826.0,23.52798906,77.173,22.827,92.9,28.6,73.7,53.1694,0.43138808,3.85,3.165,2.602,2.857,3.0,2.0,1.0,4.0,2.25,3.0,1.083,2.476,1.12,1.105,1.521,1.561,1.757,1.383,1.0,1.005,2.0,1.0,1.0,1.992,2.421,1.348,2.634,1.438,1.647,6.804247414,3.040126804,0.225912578,92.9,0.591112983,0.933901007,73.7,-1.089514843,200786250582.943
Peru,PER,2015,30457600.0,23.795,77.357,22.643,93.9,27.4,75.5,54.7017,0.43356055,3.65,3.188,2.613,2.857,3.0,2.0,2.0,3.0,2.25,3.0,1.133,2.399,1.56,1.053,1.564,1.58,2.828,1.387,1.0,1.005,2.0,1.0,1.0,2.031,2.432,1.429,2.586,1.521,1.786,7.04564406,2.290724547,0.189210091,93.9,0.248778152,1.034803025,75.5,3.953175974,189802976285.619
Peru,PER,2016,30866494.0,24.11444844,77.539,22.461,94.2,27.2,77.6,57.4518,0.4363897,3.9,3.223,2.745,3.039,3.0,2.0,1.75,3.0,2.25,3.0,1.207,2.371,1.36,1.0,1.55,1.404,2.097,1.36,1.0,1.004,2.0,1.2,1.0,2.01,2.433,1.377,2.616,1.493,1.682,6.935034617,2.915950688,0.234081969,94.2,0.114996036,1.110115851,77.6,1.73896991,191898104390.379
Peru,PER,2017,31324637.0,24.47237266,77.72,22.28,94.8,27.6,79.5,55.1327,0.43292665,3.7,3.344,2.799,3.039,3.0,2.0,2.5,3.0,2.0,2.0,1.247,2.384,1.44,1.0,1.54,1.399,1.731,1.363,1.0,1.003,2.0,1.4,1.0,1.978,2.387,1.366,2.537,1.528,1.643,6.77975956,3.749554879,0.186104505,94.8,0.157566712,1.008759982,79.5,2.968500508,211007984080.911
Peru,PER,2018,31897584.0,24.9199875,77.907,22.093,95.2,27.9,81.4,55.2877,0.4236556,3.7,3.472,2.961,3.181,3.0,2.0,2.5,3.0,1.625,2.0,1.254,2.255,1.28,1.0,1.478,1.393,1.731,1.358,1.0,1.003,2.0,1.4,1.0,1.962,2.363,1.361,2.528,1.496,1.634,6.885842851,3.844757743,0.135323324,95.2,0.321731219,1.010673414,81.4,9.632057517,222597009739.235
Peru,PER,2019,32449303.0,25.35101797,78.099,21.901,95.6,27.1,83.3,58.1542,0.41528118,3.55,3.485,2.92,3.181,3.0,2.0,2.5,3.0,1.375,2.0,1.287,2.248,1.0,1.0,1.478,1.386,2.853,1.366,1.0,1.003,2.0,1.6,1.0,1.964,2.303,1.457,2.482,1.458,1.771,6.853031035,1.651424967,0.12405751,95.6,0.327780707,1.05159283,83.3,1.4980551,228346006003.648
Peru,PER,2020,32838579.0,25.65513984,78.297,21.703,96.2,31.6,84.8,47.5498,0.4373981,3.7,3.422,3.017,3.22,3.0,2.0,2.5,3.0,1.375,2.0,1.217,2.082,1.08,1.0,1.459,1.379,4.009,1.364,1.0,1.003,2.0,1.8,1.0,2.009,2.314,1.552,2.49,1.492,1.895,7.715846373,2.164561082,0.138015413,96.2,0.157267891,1.071539268,84.8,0.969182529,201409694755.934
Poland,POL,2008,38125759.0,124.4719523,61.116,38.884,99.8,8.0,100.0,324.7491,0.33485633,2.75,1.941,2.301,2.73,2.0,1.0,1.5,2.0,1.375,1.5,1.759,1.0,1.0,1.0,1.837,1.536,1.0,1.309,1.424,1.003,2.0,1.925,1.0,1.57,1.665,1.427,1.798,1.286,1.557,2.643094995,0.445552171,0.0,99.8,0.352731899,1.583833637,100.0,-1.25808369,535612030671.888
Poland,POL,2009,38151603.0,124.5644606,61.004,38.996,100.0,8.8,100.0,311.3923,0.33355722,2.4,1.942,2.293,2.73,2.0,1.0,1.5,2.0,1.25,2.0,1.869,1.0,1.0,1.0,1.837,1.487,1.0,1.313,1.417,1.002,2.0,2.125,1.0,1.583,1.679,1.439,1.81,1.305,1.563,2.62640625,0.29605098,0.0,100.0,0.178822775,1.926592568,100.0,11.5225613,440891472247.096
Poland,POL,2010,38042794.0,124.2092007,60.892,39.108,100.0,9.5,100.0,329.2826,0.3321481,2.5,1.429,2.324,2.683,2.0,1.0,1.5,2.0,1.25,1.5,1.86,1.0,1.0,1.0,1.865,1.487,1.0,1.317,1.437,1.002,3.0,2.275,1.0,1.612,1.598,1.632,1.698,1.52,1.57,2.915548157,1.190790832,0.0,100.0,0.218675984,1.949657929,100.0,0.071962444,478111630683.514
Poland,POL,2011,38063255.0,124.2962969,60.78,39.22,100.0,10.4,100.0,327.0922,0.33180645,2.45,1.509,2.302,2.683,2.0,1.0,1.5,2.0,1.25,1.5,1.884,1.0,1.0,1.0,1.851,1.399,1.346,1.32,1.443,1.002,2.0,2.175,1.0,1.547,1.602,1.466,1.701,1.309,1.603,3.171807012,1.617439945,0.0,100.0,0.276969999,1.831508419,100.0,0.794632569,527848543023.469
Poland,POL,2012,38063164.0,124.3000588,60.654,39.346,100.0,10.9,100.0,319.8054,0.3302016,2.4,1.504,2.28,2.754,2.0,1.0,1.5,2.0,1.25,1.5,1.773,1.0,1.0,1.0,1.841,1.398,1.216,1.324,1.247,1.002,2.0,2.0,1.0,1.526,1.596,1.421,1.701,1.293,1.539,2.985621134,0.44319394,0.0,100.0,0.208127937,1.978407522,100.0,-9.184558012,498148649702.66
Poland,POL,2013,38040196.0,124.2291107,60.529,39.471,100.0,11.4,100.0,315.4796,0.3313732,2.25,1.552,2.276,2.754,2.0,1.0,1.5,2.0,1.25,1.5,1.504,1.0,1.0,1.0,1.827,1.383,1.216,1.328,1.153,1.001,2.0,1.875,1.0,1.507,1.579,1.399,1.693,1.282,1.488,3.226525369,0.340743491,0.0,100.0,0.176177898,1.940160154,100.0,8.904901498,518179836405.36
Poland,POL,2014,38011735.0,124.1442732,60.403,39.597,100.0,11.6,100.0,302.9716,0.32824445,2.25,1.534,2.259,2.619,2.0,1.0,1.5,2.0,1.25,1.5,1.321,1.0,1.0,1.0,1.827,1.391,1.003,1.332,1.205,1.001,2.0,1.75,1.0,1.489,1.561,1.381,1.677,1.27,1.453,2.971199022,0.26892381,0.0,100.0,0.134234298,1.855401936,100.0,1.79020874,542134167178.627
Poland,POL,2015,37986412.0,124.0615696,60.278,39.722,100.0,11.9,100.0,306.1332,0.3175091,2.55,1.399,2.278,2.619,2.0,1.0,2.0,2.0,1.375,1.0,1.349,1.0,1.0,1.0,1.899,1.394,1.081,1.335,1.175,1.001,2.0,1.625,1.0,1.494,1.571,1.379,1.689,1.259,1.469,2.483636942,0.202021645,0.0,100.0,0.09981868,2.188790592,100.0,-8.515537361,480054118583.367
Poland,POL,2016,37970087.0,124.008253,60.178,39.822,100.0,11.3,100.0,317.1916,0.31189167,2.2,1.375,2.292,2.492,2.0,1.0,1.5,2.0,2.0,1.0,1.331,1.0,1.0,1.0,2.013,1.394,1.56,1.339,1.157,1.001,2.0,1.625,1.0,1.503,1.56,1.419,1.675,1.259,1.534,2.623796866,0.176974697,0.0,100.0,0.080201031,2.383023763,100.0,0.473933649,473259583969.643
Poland,POL,2017,37974826.0,124.0237304,60.105,39.895,100.0,11.1,100.0,330.7494,0.2968527,2.15,1.39,2.292,2.492,2.0,2.0,2.75,2.0,2.625,1.0,1.297,1.0,1.0,1.0,1.927,1.394,1.339,1.339,1.155,1.001,2.0,1.5,1.0,1.631,1.793,1.387,1.856,1.448,1.494,2.98537286,0.240568821,0.0,100.0,0.0992919,2.330037745,100.0,1.505341261,528356676667.211
Poland,POL,2018,37974750.0,124.0315838,60.058,39.942,100.0,15.1,100.0,330.0904,0.302149,2.35,1.34,2.307,2.508,2.0,2.0,2.25,2.0,2.25,1.5,1.261,1.0,1.0,1.0,1.908,1.416,2.488,1.318,1.138,1.001,2.0,1.375,1.0,1.65,1.781,1.454,1.841,1.437,1.618,2.415641369,0.283466956,0.0,100.0,0.122084571,2.166848836,100.0,-8.659185102,594616687350.017
Poland,POL,2019,37965475.0,124.0255954,60.037,39.963,100.0,15.6,100.0,312.3389,0.28760177,2.05,1.375,2.291,2.508,2.0,2.0,2.5,2.0,2.125,1.5,1.227,1.0,1.0,1.0,1.966,1.468,1.873,1.316,1.042,1.001,2.0,1.25,1.0,1.62,1.767,1.398,1.825,1.426,1.538,2.370297446,0.180124337,0.0,100.0,0.091520499,2.107146903,100.0,-2.08373498,602683770144.88
Poland,POL,2020,37899070.0,123.8005749,60.043,39.957,100.0,16.1,100.0,296.3334,0.284626,2.05,1.357,2.291,2.421,2.0,2.0,3.0,2.0,2.0,2.0,1.203,1.0,1.0,1.0,1.946,1.492,1.582,1.324,1.026,1.001,2.0,1.125,1.0,1.64,1.823,1.367,1.903,1.414,1.5,2.568444235,0.111785662,0.0,100.0,0.052097623,2.039362147,100.0,15.05278317,605914237903.742
Portugal,PRT,2008,10558177.0,115.4277577,59.359,40.641,100.0,23.2,100.0,59.153,0.3663415,2.75,1.642,3.302,1.81,1.0,1.0,1.0,1.0,1.0,2.0,1.704,1.0,1.0,1.0,1.569,1.634,1.194,1.241,1.0,1.0,1.0,1.475,1.0,1.35,1.474,1.163,1.622,1.044,1.29,1.963771852,0.196999264,0.114954724,100.0,0.024445754,0.599205643,100.0,3.717460307,263416394624.084
Portugal,PRT,2009,10568247.0,115.3864723,59.964,40.036,100.0,24.9,100.0,58.3974,0.34907416,2.75,1.64,3.281,1.81,1.0,1.0,1.0,1.0,1.0,2.0,1.855,1.0,1.0,1.0,1.569,1.615,1.194,1.239,1.255,1.0,1.0,1.6,1.0,1.367,1.479,1.198,1.62,1.055,1.35,1.950626212,0.112665686,0.109018824,100.0,0.003627602,0.657461763,100.0,-3.2942351,244667762835.543
Portugal,PRT,2010,10573100.0,115.4394585,60.567,39.433,100.0,27.8,100.0,53.1664,0.35844672,2.7,1.639,3.285,1.873,1.0,1.0,1.0,1.0,1.25,2.0,2.247,1.0,1.0,1.0,1.612,1.615,1.194,1.237,1.372,1.0,1.0,1.725,1.0,1.4,1.518,1.224,1.651,1.067,1.421,1.94034871,0.175402722,0.10553449,100.0,0.026720374,0.631471845,100.0,0.537447197,238443864993.217
Portugal,PRT,2011,10557560.0,115.2697893,61.167,38.833,100.0,27.2,100.0,51.3708,0.36344677,2.7,1.638,3.368,1.873,1.0,1.0,1.0,1.0,1.5,2.0,3.204,1.0,1.0,1.0,1.655,1.614,1.238,1.235,1.372,1.0,1.0,1.625,1.0,1.439,1.584,1.221,1.687,1.057,1.544,1.83843906,0.08410267,0.0,100.0,0.055267267,0.61686281,100.0,0.966048704,245426767676.002
Portugal,PRT,2012,10514844.0,114.8034065,61.763,38.237,100.0,25.5,100.0,49.7211,0.36034793,2.65,1.586,3.241,2.032,1.0,1.0,1.0,1.5,1.5,1.5,3.144,1.0,1.0,1.0,1.602,1.614,2.091,1.233,1.373,1.0,1.0,1.625,1.0,1.457,1.576,1.278,1.68,1.057,1.631,1.920046873,0.081234052,0.0,100.0,0.04523533,0.70969048,100.0,-0.853555368,216536676771.973
Portugal,PRT,2013,10457295.0,114.1561287,62.352,37.648,100.0,30.2,100.0,48.1165,0.36187103,2.7,1.54,3.27,2.032,1.0,1.0,2.25,1.0,1.75,2.0,3.129,1.0,1.0,1.0,1.631,1.62,2.09,1.231,1.375,1.0,1.0,1.625,1.0,1.518,1.676,1.28,1.821,1.057,1.633,2.041887065,0.056799201,0.0,100.0,0.046916851,0.673690124,100.0,0.721213908,226677408291.745
Portugal,PRT,2014,10401062.0,113.5417704,62.936,37.064,100.0,30.5,100.0,47.6466,0.35562173,2.45,1.58,3.232,2.071,1.0,1.0,2.0,1.0,1.75,1.5,2.963,1.0,1.0,1.0,1.631,1.622,1.622,1.229,1.119,1.0,1.0,1.625,1.0,1.448,1.599,1.22,1.723,1.057,1.513,1.976591015,0.051662381,0.0,100.0,0.047287779,0.686726864,100.0,-2.341853996,230078616299.675
Portugal,PRT,2015,10358076.0,113.0725196,63.514,36.486,100.0,27.2,100.0,51.674,0.355233,2.25,1.688,3.192,2.071,1.0,1.0,1.0,1.0,1.5,2.0,2.484,1.0,1.0,1.0,1.593,1.505,1.442,1.229,1.047,1.0,1.0,1.625,1.0,1.394,1.531,1.189,1.656,1.057,1.405,1.975412501,0.020395193,0.0,100.0,0.019932564,0.893308657,100.0,2.544145051,199038523119.639
Portugal,PRT,2016,10325452.0,112.7163842,64.086,35.914,100.0,29.0,100.0,50.5005,0.3519052,2.25,1.442,3.22,2.063,1.0,1.0,1.25,1.0,1.125,1.5,1.303,1.0,1.0,1.0,1.598,1.481,1.181,1.23,1.065,1.0,1.0,1.625,1.0,1.311,1.404,1.171,1.548,1.057,1.236,1.922358408,0.014775029,0.0,100.0,0.014774282,0.869387373,100.0,-0.214620047,206305431241.638
Portugal,PRT,2017,10300300.0,112.4418158,64.652,35.348,100.0,24.4,100.0,55.117,0.3380384,2.0,1.482,3.259,2.063,1.0,1.0,1.25,1.0,1.0,1.0,1.104,1.0,1.0,1.0,1.564,1.435,1.12,1.212,1.517,1.0,1.0,1.6,1.0,1.282,1.333,1.205,1.46,1.055,1.273,1.963673452,0.046045389,0.0,100.0,0.022697271,0.923129502,100.0,1.786690489,220862990767.229
Portugal,PRT,2018,10283822.0,112.261936,65.211,34.789,100.0,27.5,100.0,51.0801,0.33492562,2.0,1.319,3.256,1.992,1.0,1.0,1.0,1.0,1.0,1.5,1.059,1.0,1.0,1.0,1.545,1.449,1.424,1.201,1.665,1.0,1.0,1.525,1.0,1.297,1.339,1.235,1.471,1.048,1.327,1.918174709,0.085826192,0.0,100.0,0.034051932,0.820383068,100.0,-0.226263473,242092894542.888
Portugal,PRT,2019,10286263.0,112.2885828,65.764,34.236,100.0,28.2,100.0,46.4038,0.32762748,1.9,1.368,3.242,1.992,1.0,1.0,1.75,1.0,1.0,1.0,1.07,1.0,1.0,1.0,1.507,1.4,1.182,1.202,1.674,1.0,1.0,1.7,1.0,1.296,1.342,1.226,1.474,1.064,1.291,1.999918458,0.093458126,0.0,100.0,0.029984555,0.778758775,100.0,4.125376419,240115970063.019
Portugal,PRT,2020,10297081.0,112.406676,66.31,33.69,100.0,31.3,100.0,40.8004,0.3466863,1.75,1.392,3.245,1.881,1.0,1.0,2.75,1.0,1.0,1.0,1.124,1.0,1.0,1.0,1.531,1.4,1.122,1.201,1.633,1.0,1.0,1.875,1.0,1.329,1.393,1.233,1.543,1.08,1.286,2.140896925,0.177444129,0.09700364,100.0,0.018735584,0.757520373,100.0,-1.331052097,229618773422.577
Romania,ROU,2008,20537875.0,89.33394954,53.567,46.433,96.5,20.4,100.0,103.8612,0.36428735,2.7,1.848,2.195,2.016,3.0,1.0,2.25,2.0,1.375,2.5,1.596,1.0,1.0,1.0,1.669,1.602,1.105,1.18,1.087,1.008,1.0,1.925,1.0,1.554,1.79,1.201,1.894,1.085,1.632,6.301930566,1.576380054,0.0,96.5,1.573788462,1.221757074,100.0,23.50956928,214315932061.275
Romania,ROU,2009,20367487.0,88.53119621,53.698,46.302,96.8,22.1,100.0,84.8545,0.35564336,2.7,1.908,2.209,2.016,3.0,1.0,2.25,2.0,1.5,2.5,1.642,1.0,1.0,1.0,1.669,1.516,1.105,1.182,1.056,1.008,1.0,2.125,1.0,1.568,1.808,1.208,1.917,1.103,1.622,6.116142633,0.995157561,0.0,96.8,0.988251403,1.296720925,100.0,-2.133169716,174110532658.867
Romania,ROU,2010,20246871.0,88.01074114,53.829,46.171,97.1,24.1,100.0,82.3001,0.35471106,3.25,1.729,2.215,2.111,3.0,1.0,2.25,2.0,2.0,3.0,1.495,1.0,1.0,1.0,1.688,1.516,1.105,1.183,1.059,1.007,1.0,2.325,1.0,1.638,1.912,1.226,2.071,1.122,1.608,5.177246634,1.076526325,0.0,97.1,1.061562156,1.319915691,100.0,-14.22834565,170064350671.827
Romania,ROU,2011,20147528.0,87.53324934,53.96,46.04,97.4,21.1,100.0,88.8281,0.35866693,2.95,1.627,2.241,2.111,3.0,1.0,2.25,2.0,2.0,2.5,1.278,1.0,1.0,1.0,1.727,1.511,1.294,1.184,1.057,1.006,1.0,2.275,1.0,1.596,1.835,1.238,1.976,1.117,1.608,5.950888486,1.469066194,0.0,97.4,1.446765491,1.317737727,100.0,16.60346764,192623977894.173
Romania,ROU,2012,20058035.0,87.20126511,53.974,46.026,97.8,21.5,100.0,86.7375,0.3654547,2.95,1.651,2.276,2.262,3.0,1.0,2.25,2.0,2.0,2.0,1.291,1.0,1.0,1.0,1.574,1.525,2.358,1.185,1.047,1.006,1.0,2.15,1.0,1.601,1.807,1.292,1.937,1.106,1.717,4.540797248,1.422914594,0.0,97.8,1.402933355,1.443528035,100.0,-24.09452396,179117323107.087
Romania,ROU,2013,19983693.0,86.87429031,53.937,46.063,98.1,23.1,100.0,79.0999,0.3691512,3.0,1.506,2.224,2.262,3.0,1.0,2.25,2.0,2.0,2.0,1.238,1.0,1.0,1.0,1.588,1.504,2.316,1.186,1.004,1.005,1.0,2.025,1.0,1.585,1.793,1.274,1.919,1.094,1.698,5.509725569,1.211974675,0.0,98.1,1.199608695,1.246140387,100.0,33.24080681,189798603751.235
Romania,ROU,2014,19908979.0,86.53068063,53.9,46.1,98.4,24.3,100.0,78.693,0.36009106,2.7,1.526,2.318,2.206,3.0,1.0,2.25,2.0,2.0,2.0,1.198,1.0,1.0,1.0,1.612,1.504,1.56,1.187,1.297,1.004,1.0,1.9,1.0,1.563,1.776,1.243,1.898,1.083,1.659,4.948340945,0.937295591,0.0,98.4,0.927262364,1.21184736,100.0,8.291356785,199722319675.741
Romania,ROU,2015,19815616.0,86.12489569,53.887,46.113,98.8,23.7,100.0,79.9271,0.3591363,3.05,1.543,2.336,2.206,3.0,1.0,2.0,2.0,1.5,2.0,1.158,1.0,1.0,1.0,1.664,1.543,2.283,1.187,1.295,1.003,1.0,1.725,1.0,1.559,1.741,1.286,1.852,1.067,1.75,4.425929684,0.60320227,0.0,98.8,0.594729033,1.448490977,100.0,-10.05054399,177885131240.315
Romania,ROU,2016,19702267.0,85.63224531,53.9,46.1,99.1,24.4,100.0,78.2478,0.34406668,3.05,1.814,2.325,2.111,3.0,1.0,2.0,2.0,1.375,2.0,1.099,1.0,1.0,1.0,1.664,1.539,3.594,1.189,1.295,1.003,1.0,1.675,1.0,1.597,1.745,1.375,1.86,1.062,1.897,4.292175373,0.362175747,0.0,99.1,0.353977169,1.406482731,100.0,2.209475225,185290759248.844
Romania,ROU,2017,19588715.0,85.13871262,53.936,46.064,100.0,23.4,100.0,81.2563,0.36012626,2.85,1.853,2.316,2.111,3.0,1.0,2.0,2.0,1.25,2.0,1.168,1.0,1.0,1.0,1.712,1.542,2.605,1.198,1.297,1.002,1.0,1.8,1.0,1.564,1.727,1.319,1.831,1.073,1.796,4.438842837,0.477322075,0.0,100.0,0.467934703,1.340509714,100.0,12.56307533,210147385855.419
Romania,ROU,2018,19473970.0,84.63999478,53.998,46.002,99.8,23.0,100.0,82.3672,0.35758412,2.35,1.773,2.209,1.849,3.0,1.0,2.5,2.0,1.5,2.0,1.216,1.0,1.0,1.0,1.918,1.535,1.489,1.192,1.298,1.002,1.0,1.725,1.0,1.531,1.72,1.248,1.818,1.067,1.693,4.495038505,0.643401073,0.0,99.8,0.63334157,1.233245491,100.0,11.16075581,243468683030.34
Romania,ROU,2019,19371648.0,84.19527121,54.084,45.916,100.0,23.5,100.0,80.5788,0.34800538,2.65,1.648,2.21,1.849,3.0,1.0,1.5,2.0,1.5,2.0,1.227,1.572,1.0,1.0,1.856,1.537,2.655,1.192,1.0,1.002,1.0,1.9,1.0,1.538,1.69,1.309,1.776,1.083,1.772,4.299220899,0.475352117,0.0,100.0,0.468319019,1.218678072,100.0,-0.449033686,251677082534.495
Romania,ROU,2020,19265250.0,83.73283206,54.194,45.806,100.0,24.1,100.0,75.4253,0.34570205,2.65,1.638,2.276,1.897,3.0,1.0,1.5,2.0,1.375,2.0,1.237,1.38,1.0,1.0,1.942,1.542,1.993,1.197,1.0,1.002,1.0,2.075,1.0,1.52,1.678,1.283,1.758,1.099,1.707,4.06478169,0.230256745,0.0,100.0,0.223723664,1.159565332,100.0,-15.28840898,252033792712.145
Russian Federation,RUS,2008,142742366.0,8.716095689,73.598,26.402,98.3,3.3,99.7,1744.612,0.41568583,4.25,5.0,4.051,5.0,4.0,3.0,2.25,3.0,2.5,4.0,1.009,3.793,2.161,1.316,2.123,2.094,2.27,5.0,5.0,1.065,3.0,1.0,1.0,2.944,3.268,2.458,3.426,2.071,3.352,3.753341188,9.822013993,0.0,98.3,9.495659132,2.751644602,99.7,5.72834886,1660848058303.11
Russian Federation,RUS,2009,142785348.0,8.718720244,73.642,26.358,98.4,3.6,99.7,1642.9749,0.398456,4.1,4.764,4.11,5.0,4.0,3.0,2.25,3.0,2.75,4.0,1.009,3.793,2.395,1.368,2.123,2.101,2.27,5.0,5.0,1.045,4.0,1.0,1.0,3.028,3.291,2.633,3.418,2.325,3.353,4.084448697,7.446172653,0.0,98.4,7.14139309,3.61103627,99.7,1.68050649,1222645900055.7
Russian Federation,RUS,2010,142849468.0,8.722635522,73.687,26.313,99.3,3.3,99.6,1719.8096,0.39548978,3.9,4.265,4.129,5.0,4.0,3.0,2.25,3.0,3.0,4.0,1.009,3.793,2.69,1.421,2.391,2.101,2.27,5.0,5.0,1.043,3.0,1.2,1.0,2.972,3.292,2.491,3.372,2.207,3.385,3.343898249,6.995711686,0.0,99.3,6.615455255,3.128592332,99.6,-11.98094906,1524916715223.95
Russian Federation,RUS,2011,143018195.0,8.732938284,73.732,26.268,99.2,3.2,99.6,1806.4603,0.39749315,3.35,4.227,4.109,5.0,4.0,3.0,2.25,3.0,2.75,4.0,1.012,3.793,2.468,1.526,2.228,2.123,1.295,5.0,5.0,1.043,3.0,1.2,1.0,2.893,3.215,2.412,3.288,2.173,3.254,3.150725721,8.667407241,0.0,99.2,8.270761813,2.552528038,99.6,14.21261054,2045922753398.04
Russian Federation,RUS,2012,143378447.0,8.754935894,73.791,26.209,100.0,3.2,99.5,1793.6343,0.40714827,3.55,4.16,3.709,5.0,4.0,3.0,2.25,3.0,2.75,4.0,1.013,3.793,2.381,1.632,2.205,2.027,1.65,5.0,5.0,1.032,3.0,1.2,1.0,2.887,3.193,2.427,3.261,2.167,3.282,2.926030878,7.821576773,0.0,100.0,7.476377592,2.432266383,99.5,-1.441994394,2208293553878.42
Russian Federation,RUS,2013,143805638.0,8.781020915,73.863,26.137,100.0,3.6,99.5,1738.0707,0.40884423,3.5,4.123,3.593,5.0,4.0,3.0,2.75,3.0,2.75,4.0,1.016,3.762,2.513,1.368,2.272,1.899,1.538,5.0,5.0,1.025,3.0,1.2,1.0,2.891,3.21,2.413,3.284,2.166,3.262,2.993600488,7.109446403,0.0,100.0,6.869555407,2.385004114,99.5,3.919445913,2292470078346.22
Russian Federation,RUS,2014,144237223.0,8.807374242,73.95,26.05,100.0,3.3,99.6,1720.489,0.3988122,3.4,4.126,3.587,4.73,4.0,3.0,2.5,3.0,2.75,4.0,1.033,3.705,2.349,1.421,2.381,1.901,1.215,5.0,5.0,1.017,5.0,1.2,1.0,2.993,3.154,2.751,3.224,2.541,3.239,3.360605488,7.093149672,0.0,100.0,6.851322789,2.725679887,99.6,2.833797684,2059241589895.01
Russian Federation,RUS,2015,144640716.0,8.832012222,74.05,25.95,95.5,3.2,99.5,1726.8321,0.37710539,3.0,4.109,3.578,4.73,4.0,3.0,2.75,3.0,3.125,4.0,1.052,3.51,2.155,1.632,2.501,1.809,1.462,5.0,5.0,1.016,5.0,1.0,1.0,2.996,3.158,2.754,3.241,2.505,3.273,3.873104487,5.193578303,0.0,95.5,4.856375767,4.177148291,99.5,2.880320768,1363482182197.71
Russian Federation,RUS,2016,145015460.0,8.854894739,74.164,25.836,99.4,3.4,99.5,1700.3653,0.368485,2.9,4.14,3.585,4.548,4.0,3.0,2.0,3.0,3.375,4.0,1.06,3.245,2.063,1.842,2.831,1.835,1.277,5.0,5.0,1.015,5.0,2.0,1.0,3.003,3.108,2.847,3.168,2.6,3.294,3.840217285,4.359468843,0.0,99.4,3.935245548,4.54653701,99.5,1.782766697,1276786350881.14
Russian Federation,RUS,2017,145293260.0,8.871857687,74.292,25.708,100.0,3.2,99.5,1730.5225,0.37239072,3.0,4.146,3.354,4.548,4.0,3.0,1.5,3.0,3.125,3.5,1.071,3.071,2.054,2.0,2.663,1.866,1.185,5.0,5.0,1.014,5.0,3.5,1.0,2.984,3.006,2.951,3.014,2.752,3.269,3.55363209,5.181686113,0.0,100.0,4.841102078,3.89410825,99.5,1.493282186,1574199360089.0
Russian Federation,RUS,2018,145398106.0,8.878259765,74.433,25.567,100.0,3.2,99.5,1806.8014,0.37473005,2.85,4.088,3.056,4.294,4.0,3.0,2.75,3.5,2.875,4.0,1.069,3.008,2.029,2.0,2.386,1.936,1.617,5.0,5.0,1.014,5.0,4.7,1.0,3.082,3.093,3.064,3.14,2.858,3.295,3.394253381,8.009866005,0.0,100.0,7.611670918,4.024638318,99.5,1.660168566,1657328773461.31
Russian Federation,RUS,2019,145453291.0,8.881629457,74.587,25.413,99.8,3.2,99.5,1877.0238,0.37736863,2.65,3.773,3.051,4.294,4.0,3.0,2.0,3.5,2.75,4.0,1.057,2.8,2.013,2.158,2.3,1.934,1.259,5.0,5.0,1.014,5.0,5.0,1.0,3.019,2.994,3.057,2.992,2.898,3.241,3.530302914,6.890899615,0.0,99.8,6.515080326,4.237060396,99.5,3.451498789,1693115002708.32
